id,defects
107110,0.33
107111,0.13
107112,0.34
107113,0.3
107114,0.45
107115,0.31
107116,0.21
107117,0.33
107118,0.8
107119,0.31
107120,0.36
107121,0.08
107122,0.53
107123,0.11
107124,0.29
107125,0.2
107126,0.09
107127,0.17
107128,0.41
107129,0.21
107130,0.31
107131,0.33
107132,0.72
107133,0.34
107134,0.37
107135,0.54
107136,0.32
107137,0.64
107138,0.23
107139,0.43
107140,0.27
107141,0.48
107142,0.31
107143,0.14
107144,0.21
107145,0.3
107146,0.73
107147,0.42
107148,0.17
107149,0.45
107150,0.32
107151,0.22
107152,0.43
107153,0.32
107154,0.22
107155,0.49
107156,0.47
107157,0.22
107158,0.45
107159,0.2
107160,0.39
107161,0.39
107162,0.11
107163,0.61
107164,0.37
107165,0.23
107166,0.67
107167,0.18
107168,0.15
107169,0.24
107170,0.46
107171,0.09
107172,0.3
107173,0.05
107174,0.23
107175,0.3
107176,0.39
107177,0.39
107178,0.22
107179,0.13
107180,0.25
107181,0.13
107182,0.39
107183,0.48
107184,0.31
107185,0.2
107186,0.09
107187,0.08
107188,0.43
107189,0.12
107190,0.39
107191,0.62
107192,0.33
107193,0.39
107194,0.45
107195,0.06
107196,0.29
107197,0.73
107198,0.07
107199,0.32
107200,0.32
107201,0.4
107202,0.3
107203,0.31
107204,0.5
107205,0.52
107206,0.6
107207,0.32
107208,0.25
107209,0.3
107210,0.37
107211,0.26
107212,0.14
107213,0.15
107214,0.33
107215,0.14
107216,0.29
107217,0.06
107218,0.2
107219,0.21
107220,0.29
107221,0.24
107222,0.18
107223,0.37
107224,0.25
107225,0.56
107226,0.32
107227,0.21
107228,0.29
107229,0.29
107230,0.26
107231,0.25
107232,0.13
107233,0.52
107234,0.42
107235,0.47
107236,0.25
107237,0.14
107238,0.46
107239,0.22
107240,0.01
107241,0.46
107242,0.23
107243,0.16
107244,0.3
107245,0.49
107246,0.36
107247,0.43
107248,0.54
107249,0.05
107250,0.11
107251,0.05
107252,0.46
107253,0.45
107254,0.21
107255,0.24
107256,0.44
107257,0.42
107258,0.58
107259,0.16
107260,0.12
107261,0.81
107262,0.33
107263,0.27
107264,0.23
107265,0.27
107266,0.39
107267,0.19
107268,0.14
107269,0.29
107270,0.32
107271,0.13
107272,0.51
107273,0.96
107274,0.26
107275,0.38
107276,0.05
107277,0.18
107278,0.3
107279,0.13
107280,0.2
107281,0.52
107282,0.28
107283,0.39
107284,0.16
107285,0.18
107286,0.1
107287,0.06
107288,0.29
107289,0.31
107290,0.42
107291,0.24
107292,0.22
107293,0.32
107294,0.17
107295,0.19
107296,0.37
107297,0.28
107298,0.57
107299,0.31
107300,0.32
107301,0.14
107302,0.18
107303,0.37
107304,0.29
107305,0.17
107306,0.14
107307,0.54
107308,0.41
107309,0.18
107310,0.25
107311,0.23
107312,0.17
107313,0.32
107314,0.28
107315,0.39
107316,0.2
107317,0.33
107318,0.54
107319,0.71
107320,0.28
107321,0.38
107322,0.08
107323,0.34
107324,0.43
107325,0.19
107326,0.04
107327,0.36
107328,0.2
107329,0.39
107330,0.31
107331,0.14
107332,0.4
107333,0.17
107334,0.14
107335,0.11
107336,0.31
107337,0.77
107338,0.2
107339,0.11
107340,0.32
107341,0.1
107342,0.37
107343,0.06
107344,0.27
107345,0.83
107346,0.29
107347,0.35
107348,0.2
107349,0.31
107350,0.23
107351,0.17
107352,0.42
107353,0.29
107354,0.2
107355,0.16
107356,0.7
107357,0.43
107358,0.54
107359,0.33
107360,0.09
107361,0.06
107362,0.37
107363,0.12
107364,0.42
107365,0.44
107366,0.16
107367,0.05
107368,0.31
107369,0.36
107370,0.66
107371,0.66
107372,0.36
107373,0.45
107374,0.13
107375,0.42
107376,0.15
107377,0.33
107378,0.25
107379,0.29
107380,0.18
107381,0.33
107382,0.2
107383,0.1
107384,0.28
107385,0.33
107386,0.39
107387,0.39
107388,0.4
107389,0.33
107390,0.45
107391,0.29
107392,0.09
107393,0.39
107394,0.09
107395,0.5
107396,0.26
107397,0.28
107398,0.3
107399,0.45
107400,0.75
107401,0.25
107402,0.13
107403,0.38
107404,0.43
107405,0.3
107406,0.33
107407,0.49
107408,0.46
107409,0.28
107410,0.29
107411,0.38
107412,0.54
107413,0.19
107414,0.6
107415,0.33
107416,0.34
107417,0.42
107418,0.31
107419,0.4
107420,0.68
107421,0.56
107422,0.17
107423,0.32
107424,0.24
107425,0.14
107426,0.35
107427,0.47
107428,0.11
107429,0.14
107430,0.63
107431,0.27
107432,0.4
107433,0.4
107434,0.11
107435,0.24
107436,0.38
107437,0.62
107438,0.42
107439,0.1
107440,0.32
107441,0.73
107442,0.59
107443,0.21
107444,0.62
107445,0.5
107446,0.33
107447,0.25
107448,0.29
107449,0.06
107450,0.21
107451,0.22
107452,0.11
107453,0.28
107454,0.65
107455,0.3
107456,0.29
107457,0.59
107458,0.15
107459,0.22
107460,0.35
107461,0.2
107462,0.27
107463,0.14
107464,0.2
107465,0.09
107466,0.08
107467,0.58
107468,0.32
107469,0.38
107470,0.49
107471,0.38
107472,0.21
107473,0.56
107474,0.09
107475,0.42
107476,0.25
107477,0.38
107478,0.24
107479,0.04
107480,0.3
107481,0.34
107482,0.3
107483,0.37
107484,0.39
107485,0.25
107486,0.82
107487,0.25
107488,0.4
107489,0.6
107490,0.14
107491,0.39
107492,0.38
107493,0.44
107494,0.26
107495,0.22
107496,0.38
107497,0.3
107498,0.78
107499,0.57
107500,0.31
107501,0.08
107502,0.12
107503,0.28
107504,0.63
107505,0.39
107506,0.25
107507,0.7
107508,0.35
107509,0.34
107510,0.89
107511,0.2
107512,0.27
107513,0.29
107514,0.39
107515,0.31
107516,0.09
107517,0.16
107518,0.21
107519,0.35
107520,0.02
107521,0.36
107522,0.42
107523,0.35
107524,0.27
107525,0.2
107526,0.42
107527,0.49
107528,0.26
107529,0.13
107530,0.5
107531,0.32
107532,0.47
107533,0.51
107534,0.43
107535,0.26
107536,0.23
107537,0.15
107538,0.34
107539,0.03
107540,0.29
107541,0.51
107542,0.35
107543,0.24
107544,0.16
107545,0.43
107546,0.35
107547,0.12
107548,0.2
107549,0.07
107550,0.19
107551,0.45
107552,0.07
107553,0.33
107554,0.68
107555,0.71
107556,0.35
107557,0.36
107558,0.1
107559,0.56
107560,0.08
107561,0.3
107562,0.55
107563,0.42
107564,0.44
107565,0.32
107566,0.2
107567,0.4
107568,0.43
107569,0.46
107570,0.28
107571,0.2
107572,0.16
107573,0.46
107574,0.26
107575,0.34
107576,0.28
107577,0.12
107578,0.3
107579,0.41
107580,0.07
107581,0.42
107582,0.3
107583,0.16
107584,0.28
107585,0.41
107586,0.34
107587,0.24
107588,0.07
107589,0.31
107590,0.22
107591,0.39
107592,0.04
107593,0.28
107594,0.23
107595,0.32
107596,0.2
107597,0.29
107598,0.44
107599,0.37
107600,0.11
107601,0.25
107602,0.86
107603,0.19
107604,0.2
107605,0.16
107606,0.19
107607,0.11
107608,0.33
107609,0.25
107610,0.46
107611,0.35
107612,0.26
107613,0.21
107614,0.23
107615,0.18
107616,0.15
107617,0.37
107618,0.33
107619,0.17
107620,0.32
107621,0.58
107622,0.83
107623,0.07
107624,0.27
107625,0.29
107626,0.3
107627,0.48
107628,0.24
107629,0.2
107630,0.37
107631,0.21
107632,0.46
107633,0.13
107634,0.22
107635,0.44
107636,0.3
107637,0.4
107638,0.35
107639,0.61
107640,0.25
107641,0.22
107642,0.47
107643,0.17
107644,0.72
107645,0.24
107646,0.56
107647,0.31
107648,0.14
107649,0.22
107650,0.25
107651,0.35
107652,0.37
107653,0.34
107654,0.3
107655,0.21
107656,0.18
107657,0.44
107658,0.38
107659,0.35
107660,0.26
107661,0.28
107662,0.68
107663,0.37
107664,0.48
107665,0.44
107666,0.58
107667,0.16
107668,0.22
107669,0.38
107670,0.42
107671,0.19
107672,0.1
107673,0.26
107674,0.05
107675,0.1
107676,0.29
107677,0.08
107678,0.21
107679,0.08
107680,0.3
107681,0.41
107682,0.16
107683,0.09
107684,0.3
107685,0.19
107686,0.2
107687,0.17
107688,0.19
107689,0.58
107690,0.22
107691,0.11
107692,0.21
107693,0.31
107694,0.29
107695,0.71
107696,0.33
107697,0.22
107698,0.33
107699,0.34
107700,0.21
107701,0.58
107702,0.06
107703,0.07
107704,0.24
107705,0.16
107706,0.26
107707,0.35
107708,0.33
107709,0.41
107710,0.17
107711,0.09
107712,0.55
107713,0.2
107714,0.39
107715,0.17
107716,0.32
107717,0.48
107718,0.6
107719,0.27
107720,0.25
107721,0.15
107722,0.21
107723,0.33
107724,0.43
107725,0.37
107726,0.29
107727,0.44
107728,0.14
107729,0.18
107730,0.31
107731,0.51
107732,0.32
107733,0.32
107734,0.57
107735,0.26
107736,0.47
107737,0.31
107738,0.31
107739,0.51
107740,0.31
107741,0.24
107742,0.3
107743,0.29
107744,0.24
107745,0.3
107746,0.51
107747,0.48
107748,0.38
107749,0.37
107750,0.05
107751,0.08
107752,0.59
107753,0.28
107754,0.55
107755,0.59
107756,0.27
107757,0.34
107758,0.75
107759,0.47
107760,0.3
107761,0.33
107762,0.37
107763,0.22
107764,0.17
107765,0.39
107766,0.74
107767,0.26
107768,0.35
107769,0.22
107770,0.38
107771,0.55
107772,0.44
107773,0.29
107774,0.53
107775,0.6
107776,0.69
107777,0.21
107778,0.34
107779,0.3
107780,0.21
107781,0.24
107782,0.45
107783,0.19
107784,0.4
107785,0.21
107786,0.2
107787,0.38
107788,0.26
107789,0.26
107790,0.16
107791,0.56
107792,0.22
107793,0.8
107794,0.28
107795,0.27
107796,0.34
107797,0.62
107798,0.21
107799,0.23
107800,0.32
107801,0.15
107802,0.29
107803,0.39
107804,0.34
107805,0.07
107806,0.16
107807,0.51
107808,0.13
107809,0.38
107810,0.19
107811,0.48
107812,0.6
107813,0.5
107814,0.29
107815,0.29
107816,0.26
107817,0.19
107818,0.33
107819,0.13
107820,0.45
107821,0.38
107822,0.04
107823,0.27
107824,0.3
107825,0.28
107826,0.28
107827,0.34
107828,0.65
107829,0.66
107830,0.35
107831,0.31
107832,0.21
107833,0.8
107834,0.59
107835,0.36
107836,0.56
107837,0.22
107838,0.13
107839,0.28
107840,0.29
107841,0.24
107842,0.2
107843,0.32
107844,0.19
107845,0.5
107846,0.09
107847,0.27
107848,0.47
107849,0.18
107850,0.68
107851,0.13
107852,0.14
107853,0.19
107854,0.3
107855,0.35
107856,0.46
107857,0.18
107858,0.15
107859,0.33
107860,0.14
107861,0.1
107862,0.39
107863,0.09
107864,0.12
107865,0.33
107866,0.31
107867,0.25
107868,0.18
107869,0.33
107870,0.23
107871,0.12
107872,0.07
107873,0.19
107874,0.1
107875,0.34
107876,0.12
107877,0.24
107878,0.2
107879,0.3
107880,0.25
107881,0.19
107882,0.2
107883,0.13
107884,0.35
107885,0.21
107886,0.23
107887,0.38
107888,0.16
107889,0.3
107890,0.3
107891,0.32
107892,0.29
107893,0.15
107894,0.2
107895,0.37
107896,0.24
107897,0.58
107898,0.41
107899,0.39
107900,0.2
107901,0.65
107902,0.23
107903,0.11
107904,0.3
107905,0.92
107906,0.22
107907,0.31
107908,0.46
107909,0.26
107910,0.45
107911,0.12
107912,0.3
107913,0.31
107914,0.28
107915,0.44
107916,0.27
107917,0.65
107918,0.02
107919,0.12
107920,0.6
107921,0.33
107922,0.34
107923,0.2
107924,0.32
107925,0.14
107926,0.2
107927,0.1
107928,0.42
107929,0.28
107930,0.35
107931,0.03
107932,0.19
107933,0.14
107934,0.06
107935,0.14
107936,0.14
107937,0.33
107938,0.38
107939,0.1
107940,0.26
107941,0.4
107942,0.3
107943,0.08
107944,0.78
107945,0.29
107946,0.46
107947,0.27
107948,0.54
107949,0.25
107950,0.63
107951,0.34
107952,0.57
107953,0.11
107954,0.22
107955,0.11
107956,0.35
107957,0.2
107958,0.36
107959,0.77
107960,0.32
107961,0.28
107962,0.3
107963,0.63
107964,0.43
107965,0.22
107966,0.41
107967,0.2
107968,0.3
107969,0.16
107970,0.75
107971,0.45
107972,0.21
107973,0.22
107974,0.3
107975,0.48
107976,0.32
107977,0.16
107978,0.41
107979,0.33
107980,0.15
107981,0.07
107982,0.43
107983,0.28
107984,0.28
107985,0.31
107986,0.21
107987,0.17
107988,0.23
107989,0.44
107990,0.75
107991,0.66
107992,0.25
107993,0.59
107994,0.33
107995,0.22
107996,0.35
107997,0.11
107998,0.25
107999,0.43
108000,0.27
108001,0.35
108002,0.28
108003,0.4
108004,0.24
108005,0.12
108006,0.35
108007,0.36
108008,0.11
108009,0.21
108010,0.4
108011,0.62
108012,0.22
108013,0.64
108014,0.27
108015,0.28
108016,0.75
108017,0.15
108018,0.47
108019,0.27
108020,0.26
108021,0.27
108022,0.47
108023,0.33
108024,0.28
108025,0.52
108026,0.2
108027,0.67
108028,0.01
108029,0.26
108030,0.3
108031,0.41
108032,0.43
108033,0.09
108034,0.26
108035,0.54
108036,0.66
108037,0.19
108038,0.11
108039,0.54
108040,0.27
108041,0.09
108042,0.36
108043,0.22
108044,0.06
108045,0.15
108046,0.12
108047,0.04
108048,0.02
108049,0.3
108050,0.71
108051,0.34
108052,0.4
108053,0.19
108054,0.25
108055,0.15
108056,0.37
108057,0.2
108058,0.9
108059,0.23
108060,0.43
108061,0.11
108062,0.35
108063,0.53
108064,0.17
108065,0.08
108066,0.66
108067,0.22
108068,0.15
108069,0.4
108070,0.43
108071,0.26
108072,0.76
108073,0.2
108074,0.5
108075,0.33
108076,0.16
108077,0.48
108078,0.68
108079,0.49
108080,0.37
108081,0.46
108082,0.52
108083,0.2
108084,0.24
108085,0.51
108086,0.41
108087,0.59
108088,0.21
108089,0.34
108090,0.55
108091,0.17
108092,0.2
108093,0.14
108094,0.27
108095,0.57
108096,0.21
108097,0.48
108098,0.3
108099,0.34
108100,0.26
108101,0.3
108102,0.55
108103,0.25
108104,0.55
108105,0.42
108106,0.35
108107,0.26
108108,0.28
108109,0.21
108110,0.32
108111,0.17
108112,0.61
108113,0.19
108114,0.41
108115,0.3
108116,0.16
108117,0.4
108118,0.46
108119,0.61
108120,0.28
108121,0.17
108122,0.31
108123,0.13
108124,0.74
108125,0.32
108126,0.03
108127,0.38
108128,0.6
108129,0.2
108130,0.14
108131,0.33
108132,0.26
108133,0.1
108134,0.43
108135,0.21
108136,0.52
108137,0.32
108138,0.32
108139,0.23
108140,0.1
108141,0.25
108142,0.54
108143,0.22
108144,0.5
108145,0.31
108146,0.51
108147,0.21
108148,0.01
108149,0.13
108150,0.15
108151,0.15
108152,0.06
108153,0.29
108154,0.38
108155,0.24
108156,0.2
108157,0.45
108158,0.28
108159,0.27
108160,0.44
108161,0.15
108162,0.09
108163,0.09
108164,0.42
108165,0.33
108166,0.07
108167,0.18
108168,0.3
108169,0.36
108170,0.09
108171,0.43
108172,0.25
108173,0.43
108174,0.25
108175,0.5
108176,0.29
108177,0.23
108178,0.03
108179,0.28
108180,0.22
108181,0.25
108182,0.17
108183,0.56
108184,0.3
108185,0.24
108186,0.35
108187,0.37
108188,0.24
108189,0.56
108190,0.54
108191,0.2
108192,0.11
108193,0.33
108194,0.47
108195,0.2
108196,0.35
108197,0.87
108198,0.25
108199,0.27
108200,0.23
108201,0.4
108202,0.44
108203,0.26
108204,0.31
108205,0.73
108206,0.48
108207,0.4
108208,0.27
108209,0.4
108210,0.19
108211,0.45
108212,0.46
108213,0.31
108214,0.36
108215,0.21
108216,0.36
108217,0.29
108218,0.28
108219,0.39
108220,0.11
108221,0.32
108222,0.6
108223,0.32
108224,0.21
108225,0.41
108226,0.55
108227,0.51
108228,0.27
108229,0.51
108230,0.73
108231,0.6
108232,0.6
108233,0.36
108234,0.77
108235,0.38
108236,0.17
108237,0.29
108238,0.25
108239,0.18
108240,0.26
108241,0.29
108242,0.2
108243,0.2
108244,0.36
108245,0.73
108246,0.19
108247,0.33
108248,0.41
108249,0.24
108250,0.1
108251,0.16
108252,0.11
108253,0.06
108254,0.21
108255,0.32
108256,0.26
108257,0.35
108258,0.44
108259,0.35
108260,0.41
108261,0.05
108262,0.45
108263,0.56
108264,0.2
108265,0.48
108266,0.41
108267,0.47
108268,0.12
108269,0.02
108270,0.28
108271,0.18
108272,0.2
108273,0.3
108274,0.19
108275,0.15
108276,0.31
108277,0.32
108278,0.31
108279,0.35
108280,0.34
108281,0.66
108282,0.42
108283,0.27
108284,0.18
108285,0.33
108286,0.31
108287,0.19
108288,0.37
108289,0.22
108290,0.36
108291,0.26
108292,0.61
108293,0.19
108294,0.33
108295,0.28
108296,0.27
108297,0.5
108298,0.05
108299,0.33
108300,0.17
108301,0.1
108302,0.29
108303,0.24
108304,0.48
108305,0.59
108306,0.27
108307,0.63
108308,0.28
108309,0.2
108310,0.49
108311,0.77
108312,0.53
108313,0.3
108314,0.19
108315,0.31
108316,0.2
108317,0.3
108318,0.39
108319,0.06
108320,0.25
108321,0.13
108322,0.14
108323,0.35
108324,0.43
108325,0.18
108326,0.39
108327,0.37
108328,0.89
108329,0.11
108330,0.37
108331,0.08
108332,0.35
108333,0.32
108334,0.24
108335,0.39
108336,0.16
108337,0.13
108338,0.13
108339,0.43
108340,0.21
108341,0.33
108342,0.26
108343,0.2
108344,0.13
108345,0.43
108346,0.88
108347,0.71
108348,0.36
108349,0.35
108350,0.17
108351,0.29
108352,0.31
108353,0.23
108354,0.5
108355,0.11
108356,0.64
108357,0.29
108358,0.12
108359,0.23
108360,0.06
108361,0.23
108362,0.19
108363,0.34
108364,0.11
108365,0.08
108366,0.49
108367,0.19
108368,0.05
108369,0.23
108370,0.14
108371,0.26
108372,0.43
108373,0.38
108374,0.17
108375,0.28
108376,0.24
108377,0.07
108378,0.28
108379,0.81
108380,0.35
108381,0.21
108382,0.27
108383,0.13
108384,0.11
108385,0.21
108386,0.36
108387,0.38
108388,0.1
108389,0.19
108390,0.58
108391,0.31
108392,0.61
108393,0.08
108394,0.43
108395,0.57
108396,0.5
108397,0.34
108398,0.61
108399,0.82
108400,0.62
108401,0.13
108402,0.23
108403,0.39
108404,0.54
108405,0.11
108406,0.13
108407,0.19
108408,0.27
108409,0.21
108410,0.44
108411,0.33
108412,0.37
108413,0.27
108414,0.33
108415,0.3
108416,0.43
108417,0.26
108418,0.34
108419,0.63
108420,0.27
108421,0.2
108422,0.16
108423,0.16
108424,0.71
108425,0.57
108426,0.8
108427,0.13
108428,0.61
108429,0.26
108430,0.1
108431,0.17
108432,0.28
108433,0.09
108434,0.45
108435,0.13
108436,0.67
108437,0.21
108438,0.26
108439,0.3
108440,0.26
108441,0.71
108442,0.36
108443,0.4
108444,0.5
108445,0.18
108446,0.5
108447,0.33
108448,0.35
108449,0.44
108450,0.5
108451,0.1
108452,0.13
108453,0.53
108454,0.23
108455,0.24
108456,0.18
108457,0.25
108458,0.09
108459,0.27
108460,0.6
108461,0.19
108462,0.36
108463,0.13
108464,0.35
108465,0.22
108466,0.51
108467,0.14
108468,0.28
108469,0.65
108470,0.32
108471,0.33
108472,0.38
108473,0.24
108474,0.15
108475,0.22
108476,0.22
108477,0.27
108478,0.37
108479,0.66
108480,0.27
108481,0.39
108482,0.29
108483,0.4
108484,0.35
108485,0.11
108486,0.19
108487,0.34
108488,0.11
108489,0.57
108490,0.39
108491,0.36
108492,0.16
108493,0.65
108494,0.51
108495,0.51
108496,0.11
108497,0.33
108498,0.21
108499,0.37
108500,0.29
108501,0.77
108502,0.35
108503,0.21
108504,0.2
108505,0.62
108506,0.09
108507,0.13
108508,0.33
108509,0.61
108510,0.42
108511,0.14
108512,0.47
108513,0.32
108514,0.31
108515,0.34
108516,0.43
108517,0.1
108518,0.48
108519,0.22
108520,0.16
108521,0.77
108522,0.48
108523,0.22
108524,0.6
108525,0.36
108526,0.13
108527,0.37
108528,0.19
108529,0.32
108530,0.78
108531,0.2
108532,0.65
108533,0.1
108534,0.36
108535,0.3
108536,0.41
108537,0.19
108538,0.47
108539,0.4
108540,0.56
108541,0.34
108542,0.07
108543,0.33
108544,0.43
108545,0.16
108546,0.4
108547,0.37
108548,0.28
108549,0.37
108550,0.24
108551,0.45
108552,0.14
108553,0.35
108554,0.68
108555,0.43
108556,0.3
108557,0.34
108558,0.44
108559,0.31
108560,0.52
108561,0.21
108562,0.26
108563,0.07
108564,0.14
108565,0.51
108566,0.21
108567,0.34
108568,0.36
108569,0.55
108570,0.55
108571,0.41
108572,0.14
108573,0.29
108574,0.24
108575,0.29
108576,0.7
108577,0.38
108578,0.21
108579,0.11
108580,0.24
108581,0.15
108582,0.89
108583,0.33
108584,0.23
108585,0.46
108586,0.36
108587,0.11
108588,0.76
108589,0.41
108590,0.48
108591,0.4
108592,0.47
108593,0.41
108594,0.34
108595,0.39
108596,0.22
108597,0.36
108598,0.34
108599,0.43
108600,0.37
108601,0.16
108602,0.28
108603,0.25
108604,0.46
108605,0.22
108606,0.53
108607,0.42
108608,0.65
108609,0.3
108610,0.3
108611,0.44
108612,0.28
108613,0.25
108614,0.5
108615,0.24
108616,0.4
108617,0.29
108618,0.18
108619,0.3
108620,0.3
108621,0.6
108622,0.23
108623,0.43
108624,0.69
108625,0.28
108626,0.32
108627,0.17
108628,0.36
108629,0.34
108630,0.57
108631,0.33
108632,0.2
108633,0.29
108634,0.25
108635,0.24
108636,0.62
108637,0.54
108638,0.19
108639,0.49
108640,0.28
108641,0.24
108642,0.56
108643,0.35
108644,0.14
108645,0.43
108646,0.3
108647,0.16
108648,0.56
108649,0.35
108650,0.35
108651,0.69
108652,0.68
108653,0.2
108654,0.29
108655,0.22
108656,0.43
108657,0.46
108658,0.36
108659,0.35
108660,0.36
108661,0.19
108662,0.23
108663,0.62
108664,0.32
108665,0.14
108666,0.21
108667,0.22
108668,0.09
108669,0.34
108670,0.33
108671,0.62
108672,0.75
108673,0.53
108674,0.44
108675,0.68
108676,0.2
108677,0.36
108678,0.43
108679,0.41
108680,0.32
108681,0.07
108682,0.2
108683,0.07
108684,0.37
108685,0.7
108686,0.26
108687,0.16
108688,0.18
108689,0.3
108690,0.1
108691,0.3
108692,0.13
108693,0.25
108694,0.35
108695,0.24
108696,0.74
108697,0.16
108698,0.17
108699,0.33
108700,0.2
108701,0.49
108702,0.31
108703,0.18
108704,0.13
108705,0.12
108706,0.71
108707,0.26
108708,0.26
108709,0.4
108710,0.05
108711,0.51
108712,0.15
108713,0.17
108714,0.23
108715,0.33
108716,0.47
108717,0.68
108718,0.48
108719,0.31
108720,0.26
108721,0.79
108722,0.63
108723,0.44
108724,0.25
108725,0.83
108726,0.33
108727,0.58
108728,0.65
108729,0.33
108730,0.28
108731,0.46
108732,0.23
108733,0.24
108734,0.44
108735,0.33
108736,0.2
108737,0.3
108738,0.81
108739,0.53
108740,0.07
108741,0.43
108742,0.27
108743,0.48
108744,0.09
108745,0.15
108746,0.32
108747,0.35
108748,0.29
108749,0.48
108750,0.42
108751,0.38
108752,0.27
108753,0.31
108754,0.19
108755,0.31
108756,0.47
108757,0.1
108758,0.16
108759,0.23
108760,0.17
108761,0.38
108762,0.26
108763,0.36
108764,0.31
108765,0.55
108766,0.31
108767,0.02
108768,0.2
108769,0.42
108770,0.26
108771,0.53
108772,0.28
108773,0.35
108774,0.1
108775,0.56
108776,0.28
108777,0.27
108778,0.2
108779,0.3
108780,0.1
108781,0.16
108782,0.56
108783,0.51
108784,0.2
108785,0.51
108786,0.21
108787,0.2
108788,0.38
108789,0.11
108790,0.39
108791,0.33
108792,0.38
108793,0.27
108794,0.38
108795,0.27
108796,0.14
108797,0.25
108798,0.19
108799,0.51
108800,0.4
108801,0.3
108802,0.1
108803,0.38
108804,0.26
108805,0.42
108806,0.27
108807,0.16
108808,0.4
108809,0.15
108810,0.88
108811,0.11
108812,0.32
108813,0.25
108814,0.2
108815,0.13
108816,0.33
108817,0.19
108818,0.47
108819,0.27
108820,0.43
108821,0.51
108822,0.77
108823,0.21
108824,0.2
108825,0.74
108826,0.17
108827,0.35
108828,0.28
108829,0.25
108830,0.2
108831,0.4
108832,0.35
108833,0.75
108834,0.23
108835,0.2
108836,0.61
108837,0.62
108838,0.22
108839,0.27
108840,0.37
108841,0.28
108842,0.6
108843,0.24
108844,0.42
108845,0.26
108846,0.18
108847,0.34
108848,0.06
108849,0.58
108850,0.42
108851,0.23
108852,0.09
108853,0.37
108854,0.37
108855,0.66
108856,0.65
108857,0.61
108858,0.18
108859,0.56
108860,0.58
108861,0.43
108862,0.27
108863,0.21
108864,0.26
108865,0.58
108866,0.61
108867,0.36
108868,0.09
108869,0.25
108870,0.33
108871,0.65
108872,0.16
108873,0.36
108874,0.53
108875,0.47
108876,0.23
108877,0.25
108878,0.36
108879,0.5
108880,0.33
108881,0.32
108882,0.57
108883,0.44
108884,0.71
108885,0.36
108886,0.34
108887,0.27
108888,0.34
108889,0.24
108890,0.09
108891,0.41
108892,0.26
108893,0.51
108894,0.14
108895,0.31
108896,0.12
108897,0.28
108898,0.07
108899,0.04
108900,0.35
108901,0.42
108902,0.29
108903,0.3
108904,0.08
108905,0.58
108906,0.24
108907,0.28
108908,0.24
108909,0.18
108910,0.38
108911,0.32
108912,0.23
108913,0.1
108914,0.5
108915,0.31
108916,0.38
108917,0.41
108918,0.32
108919,0.05
108920,0.48
108921,0.18
108922,0.38
108923,0.4
108924,0.66
108925,0.22
108926,0.14
108927,0.34
108928,0.27
108929,0.41
108930,0.51
108931,0.21
108932,0.45
108933,0.37
108934,0.24
108935,0.22
108936,0.41
108937,0.41
108938,0.79
108939,0.71
108940,0.24
108941,0.21
108942,0.12
108943,0.62
108944,0.18
108945,0.19
108946,0.23
108947,0.37
108948,0.11
108949,0.43
108950,0.35
108951,0.29
108952,0.31
108953,0.28
108954,0.11
108955,0.41
108956,0.37
108957,0.15
108958,0.62
108959,0.46
108960,0.22
108961,0.36
108962,0.11
108963,0.11
108964,0.23
108965,0.2
108966,0.33
108967,0.38
108968,0.17
108969,0.44
108970,0.14
108971,0.33
108972,0.27
108973,0.34
108974,0.08
108975,0.22
108976,0.29
108977,0.33
108978,0.09
108979,0.57
108980,0.29
108981,0.12
108982,0.23
108983,0.29
108984,0.49
108985,0.14
108986,0.35
108987,0.38
108988,0.49
108989,0.13
108990,0.21
108991,0.29
108992,0.35
108993,0.14
108994,0.28
108995,0.57
108996,0.13
108997,0.3
108998,0.32
108999,0.37
109000,0.42
109001,0.29
109002,0.53
109003,0.39
109004,0.21
109005,0.62
109006,0.36
109007,0.37
109008,0.19
109009,0.53
109010,0.22
109011,0.11
109012,0.17
109013,0.31
109014,0.22
109015,0.6
109016,0.26
109017,0.29
109018,0.49
109019,0.21
109020,0.18
109021,0.49
109022,0.4
109023,0.24
109024,0.1
109025,0.3
109026,0.16
109027,0.65
109028,0.3
109029,0.16
109030,0.25
109031,0.14
109032,0.24
109033,0.1
109034,0.08
109035,0.6
109036,0.21
109037,0.17
109038,0.06
109039,0.2
109040,0.25
109041,0.45
109042,0.29
109043,0.44
109044,0.31
109045,0.36
109046,0.36
109047,0.24
109048,0.1
109049,0.37
109050,0.19
109051,0.37
109052,0.26
109053,0.29
109054,0.63
109055,0.14
109056,0.44
109057,0.15
109058,0.14
109059,0.55
109060,0.26
109061,0.23
109062,0.34
109063,0.72
109064,0.37
109065,0.41
109066,0.29
109067,0.09
109068,0.31
109069,0.08
109070,0.29
109071,0.08
109072,0.64
109073,0.33
109074,0.35
109075,0.4
109076,0.47
109077,0.28
109078,0.43
109079,0.26
109080,0.24
109081,0.27
109082,0.27
109083,0.62
109084,0.28
109085,0.37
109086,0.21
109087,0.55
109088,0.3
109089,0.38
109090,0.29
109091,0.35
109092,0.29
109093,0.21
109094,0.41
109095,0.33
109096,0.22
109097,0.36
109098,0.58
109099,0.11
109100,0.4
109101,0.85
109102,0.21
109103,0.21
109104,0.29
109105,0.38
109106,0.32
109107,0.55
109108,0.26
